ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
1557104_at	0.538	0.0031774	-6.14	-1.51	-3.72	ZSCAN30	zinc finger and SCAN domain containing 30
231740_at	0.538	0.0031854	-6.13	-1.511	-2.99	KCNJ11	potassium voltage-gated channel subfamily J member 11
1554163_at	0.538	0.0031902	-6.13	-1.512	-3.33	TWIST2	twist family bHLH transcription factor 2
240664_at	0.538	0.0031921	-6.13	-1.512	-2.97		
215200_x_at	0.538	0.003193	-6.13	-1.512	-2.85		
1558579_at	0.538	0.0031939	6.13	-1.513	3.72	FLJ37786	uncharacterized LOC642691
1566598_at	0.538	0.0032082	-6.12	-1.515	-3.53		
1552671_a_at	0.538	0.0032128	-6.12	-1.516	-2.89	SLC9A7	solute carrier family 9 member A7
228982_s_at	0.538	0.0032253	-6.11	-1.518	-4.32	USP42	ubiquitin specific peptidase 42
234258_at	0.538	0.0032271	-6.11	-1.518	-3.73		
206063_x_at	0.538	0.0032281	-6.11	-1.518	-3.08	PPIL2	peptidylprolyl isomerase like 2
216927_at	0.538	0.0032285	-6.11	-1.518	-3.72	MAU2	MAU2 sister chromatid cohesion factor
231032_at	0.538	0.0032309	6.11	-1.519	3.93	LOC286071	uncharacterized LOC286071
243337_at	0.538	0.0032438	-6.11	-1.521	-3.94	FREM3	FRAS1 related extracellular matrix 3
1565406_a_at	0.538	0.0032616	6.10	-1.524	2.93	LHX9	LIM homeobox 9
209400_at	0.538	0.0032634	-6.10	-1.524	-4.29	SLC12A4	solute carrier family 12 member 4
220513_at	0.538	0.0032751	6.09	-1.526	3.10	KHDC1L	KH domain containing 1 like
215042_at	0.538	0.0032778	6.09	-1.527	2.86	BMP6	bone morphogenetic protein 6
240366_at	0.538	0.0032838	-6.09	-1.528	-2.95	LHFPL3-AS1	LHFPL3 antisense RNA 1
215187_at	0.538	0.0032869	-6.08	-1.528	-3.23	LOC55338	uncharacterized LOC55338
1560566_at	0.538	0.003297	-6.08	-1.53	-3.77	LOC101926951///PCDH20	uncharacterized LOC101926951///protocadherin 20
1565765_x_at	0.538	0.0033357	-6.06	-1.537	-3.03	MEDAG	mesenteric estrogen dependent adipogenesis
1552572_a_at	0.538	0.003341	-6.06	-1.538	-2.82	MIPOL1	mirror-image polydactyly 1
234856_at	0.538	0.003354	6.05	-1.54	2.83		
211655_at	0.538	0.0033555	-6.05	-1.54	-3.21	IGLC1	immunoglobulin lambda constant 1
240130_at	0.538	0.003368	6.05	-1.542	3.25		
201808_s_at	0.538	0.0033688	6.04	-1.542	2.97	ENG	endoglin
210228_at	0.538	0.0033696	-6.04	-1.542	-3.17	CSF2	colony stimulating factor 2
220318_at	0.538	0.0033712	-6.04	-1.543	-3.47	EPN3	epsin 3
231198_at	0.538	0.003404	-6.03	-1.548	-3.21	CDK6	cyclin dependent kinase 6
1564368_a_at	0.538	0.0034069	-6.03	-1.549	-4.43		
1559285_at	0.538	0.0034081	-6.03	-1.549	-4.71		
214131_at	0.538	0.0034118	-6.02	-1.549	-5.15	TXLNGY	taxilin gamma pseudogene, Y-linked
1560968_at	0.538	0.0034142	-6.02	-1.55	-3.02		
206009_at	0.538	0.0034163	-6.02	-1.55	-4.23	ITGA9	integrin subunit alpha 9
236694_at	0.538	0.0034362	-6.01	-1.553	-3.73	TXLNGY	taxilin gamma pseudogene, Y-linked
231124_x_at	0.538	0.0034529	-6.01	-1.556	-3.09	LY9	lymphocyte antigen 9
206627_s_at	0.538	0.0034655	-6.00	-1.558	-3.65	SSX1	SSX family member 1
1554911_at	0.538	0.0034685	-6.00	-1.559	-3.49	ABCC11	ATP binding cassette subfamily C member 11
241828_x_at	0.538	0.0034794	-5.99	-1.561	-2.95	KRT17P5	keratin 17 pseudogene 5
229121_at	0.538	0.0034806	5.99	-1.561	3.03	CMKLR1	chemerin chemokine-like receptor 1
1559577_at	0.538	0.003484	-5.99	-1.561	-2.89	FCN2	ficolin 2
223609_at	0.538	0.0034843	-5.99	-1.561	-2.78	ROPN1L	rhophilin associated tail protein 1 like
206952_at	0.538	0.0034852	-5.99	-1.561	-3.50	G6PC	glucose-6-phosphatase catalytic subunit
208292_at	0.538	0.0035067	-5.98	-1.565	-3.40	BMP10	bone morphogenetic protein 10
1555383_a_at	0.538	0.0035072	5.98	-1.565	3.28	POF1B	premature ovarian failure, 1B
235751_s_at	0.538	0.0035082	5.98	-1.565	3.35	VMO1	vitelline membrane outer layer 1 homolog
211657_at	0.538	0.0035193	-5.98	-1.567	-3.79	CEACAM6	carcinoembryonic antigen related cell adhesion molecule 6
1553429_at	0.538	0.0035254	-5.97	-1.568	-3.10	FLJ31713	uncharacterized protein FLJ31713
216690_at	0.538	0.0035254	-5.97	-1.568	-3.73	OR7C1	olfactory receptor family 7 subfamily C member 1
1553770_a_at	0.538	0.0035381	-5.97	-1.57	-2.95	SLAMF9	SLAM family member 9
1562730_a_at	0.538	0.0035518	-5.96	-1.572	-3.98		
217375_at	0.538	0.0035621	-5.96	-1.574	-4.26		
207972_at	0.538	0.0035648	-5.96	-1.574	-3.59	GLRA1	glycine receptor alpha 1
1554951_at	0.538	0.0035664	-5.95	-1.575	-4.17		
219954_s_at	0.538	0.0035687	-5.95	-1.575	-3.30	GBA3	glucosylceramidase beta 3 (gene/pseudogene)
241748_x_at	0.538	0.0035711	-5.95	-1.575	-3.23	DGCR14	DiGeorge syndrome critical region gene 14
230859_at	0.538	0.0035827	-5.95	-1.577	-3.92		
1553494_at	0.538	0.0035848	5.95	-1.577	4.79	TDH	L-threonine dehydrogenase (pseudogene)
234264_at	0.538	0.0036104	-5.94	-1.582	-2.98		
1559278_at	0.538	0.003624	5.93	-1.584	3.23		
1555103_s_at	0.538	0.0036299	-5.93	-1.585	-5.29	FGF7	fibroblast growth factor 7
238314_x_at	0.538	0.003667	-5.91	-1.59	-3.71		
202490_at	0.538	0.0036921	-5.90	-1.594	-2.85	IKBKAP	inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase complex-associated protein
1570264_at	0.538	0.0037554	-5.87	-1.604	-3.02		
234095_at	0.538	0.0037703	5.87	-1.606	2.79		
221358_at	0.538	0.0037737	-5.87	-1.607	-2.76	NPBWR2	neuropeptides B/W receptor 2
1570283_at	0.538	0.0037765	-5.86	-1.607	-3.38		
238050_at	0.538	0.00378	-5.86	-1.608	-3.42	ANTXR2	anthrax toxin receptor 2
244388_at	0.538	0.0038002	-5.86	-1.611	-2.85		
215904_at	0.538	0.0038198	-5.85	-1.614	-3.04	AFDN	afadin, adherens junction formation factor
208340_at	0.538	0.0038327	-5.84	-1.616	-3.40	LOC643733	caspase 4, apoptosis-related cysteine peptidase pseudogene
1562324_a_at	0.538	0.0038366	-5.84	-1.617	-3.01		
220899_at	0.538	0.0038373	-5.84	-1.617	-2.92		
243485_at	0.538	0.0038403	-5.84	-1.617	-3.38		
206558_at	0.538	0.0038477	-5.84	-1.618	-3.22	SIM2	single-minded family bHLH transcription factor 2
232475_at	0.538	0.0038718	-5.83	-1.622	-3.21	TICRR	TOPBP1 interacting checkpoint and replication regulator
242126_at	0.538	0.0038734	-5.83	-1.622	-3.15		
208191_x_at	0.538	0.0038871	-5.82	-1.624	-2.96	PSG4	pregnancy specific beta-1-glycoprotein 4
216782_at	0.538	0.0039007	5.81	-1.626	2.67		
1569624_at	0.538	0.0039219	-5.81	-1.629	-3.42		
209959_at	0.538	0.003933	-5.80	-1.631	-4.39	NR4A3	nuclear receptor subfamily 4 group A member 3
220300_at	0.538	0.0039332	-5.80	-1.631	-3.04	RGS3	regulator of G-protein signaling 3
205994_at	0.538	0.003935	-5.80	-1.631	-3.80	ELK4	ELK4, ETS transcription factor
217306_at	0.538	0.0039489	5.80	-1.633	3.95		
201354_s_at	0.538	0.0039603	-5.79	-1.635	-3.22	BAZ2A	bromodomain adjacent to zinc finger domain 2A
222802_at	0.538	0.0039657	5.79	-1.636	2.96	EDN1	endothelin 1
228417_at	0.538	0.0039663	5.79	-1.636	2.74	ISYNA1	inositol-3-phosphate synthase 1
1554519_at	0.538	0.0039788	-5.78	-1.638	-3.24	CD80	CD80 molecule
1559051_s_at	0.538	0.0039824	-5.78	-1.638	-2.70	MB21D1	Mab-21 domain containing 1
241781_at	0.538	0.0040004	-5.78	-1.641	-2.90	CARNMT1	carnosine N-methyltransferase 1
243104_at	0.538	0.0040212	5.77	-1.644	2.71		
1560291_at	0.538	0.0040255	-5.77	-1.645	-2.75	RIPPLY1	ripply transcriptional repressor 1
217558_at	0.538	0.0040388	-5.76	-1.647	-2.65	CYP2C9	cytochrome P450 family 2 subfamily C member 9
1561233_at	0.538	0.0040614	-5.75	-1.65	-3.09	LOC283387	uncharacterized LOC283387
240386_at	0.538	0.0040735	5.75	-1.652	2.64		
1553675_at	0.538	0.0040792	-5.75	-1.652	-3.09	KLC4	kinesin light chain 4
1563704_at	0.538	0.0040833	-5.74	-1.653	-3.52		
238196_at	0.538	0.0041169	-5.73	-1.658	-3.49	LOC285095	uncharacterized LOC285095
244772_at	0.538	0.0041258	-5.73	-1.659	-2.79		
237357_at	0.538	0.0041356	-5.72	-1.661	-4.01	OSTM1-AS1	OSTM1 antisense RNA 1
227671_at	0.538	0.0041377	5.72	-1.661	8.00	XIST	X inactive specific transcript (non-protein coding)
1562173_a_at	0.538	0.0041479	-5.72	-1.662	-2.75	LINC00555	long intergenic non-protein coding RNA 555
213382_at	0.538	0.0041507	-5.72	-1.663	-3.23	MST1L	macrophage stimulating 1 like
1564876_s_at	0.538	0.0041678	-5.71	-1.665	-2.66	FOXP2	forkhead box P2
240084_at	0.538	0.0041687	-5.71	-1.665	-3.10	CBX2	chromobox 2
229369_at	0.538	0.0041886	-5.71	-1.668	-3.19	VSIG2	V-set and immunoglobulin domain containing 2
233338_at	0.538	0.0042024	-5.70	-1.67	-4.08	LOC729461///FAM230B///FAM230C	uncharacterized LOC729461///family with sequence similarity 230 member B (non-protein coding)///family with sequence similarity 230 member C
1553179_at	0.538	0.0042077	5.70	-1.671	2.67	ADAMTS19	ADAM metallopeptidase with thrombospondin type 1 motif 19
216553_x_at	0.538	0.0042139	-5.70	-1.672	-3.12		
230732_s_at	0.538	0.0042165	5.70	-1.672	2.90	MAPK4	mitogen-activated protein kinase 4
213192_at	0.538	0.0042254	-5.69	-1.673	-2.75	THAP3	THAP domain containing 3
205858_at	0.538	0.0042295	-5.69	-1.674	-4.15	NGFR	nerve growth factor receptor
235188_at	0.538	0.004231	-5.69	-1.674	-3.40	PCNX4	pecanex homolog 4 (Drosophila)
215711_s_at	0.538	0.0042317	5.69	-1.674	2.88	WEE1	WEE1 G2 checkpoint kinase
232393_at	0.538	0.0042341	5.69	-1.674	2.88	ZNF462	zinc finger protein 462
236963_at	0.538	0.0042375	5.69	-1.675	2.94		
239844_x_at	0.538	0.0042423	-5.69	-1.676	-2.83	C1orf228	chromosome 1 open reading frame 228
234328_at	0.538	0.0042436	-5.69	-1.676	-3.50		
1553226_at	0.538	0.0042494	-5.68	-1.677	-3.10	LINC00052	long intergenic non-protein coding RNA 52
238281_at	0.538	0.0042509	-5.68	-1.677	-2.60		
234786_at	0.538	0.0042565	5.68	-1.678	3.23		
1555040_at	0.538	0.0042595	-5.68	-1.678	-3.10	LINC00612	long intergenic non-protein coding RNA 612
232133_at	0.538	0.0042607	5.68	-1.678	3.11	ADAMTS10	ADAM metallopeptidase with thrombospondin type 1 motif 10
1560449_at	0.538	0.0042651	-5.68	-1.679	-2.61	LOC101927543	uncharacterized LOC101927543
243903_at	0.538	0.0042704	-5.68	-1.68	-3.27		
241880_x_at	0.538	0.004297	-5.67	-1.683	-4.13		
1570255_s_at	0.538	0.0042977	-5.67	-1.683	-3.52	ANKRD20A12P///ANKRD20A8P///ANKRD20A4///ANKRD20A2///ANKRD20A3///ANKRD20A5P///ANKRD20A1	ankyrin repeat domain 20 family member A12, pseudogene///ankyrin repeat domain 20 family member A8, pseudogene///ankyrin repeat domain 20 family member A4///ankyrin repeat domain 20 family member A2///ankyrin repeat domain 20 family member A3///ankyrin repeat domain 20 family member A5, pseudogene///ankyrin repeat domain 20 family member A1
237252_at	0.538	0.0043101	5.66	-1.685	2.78	THBD	thrombomodulin
1569478_s_at	0.538	0.0043173	-5.66	-1.686	-2.78	LOC101927151	uncharacterized LOC101927151
233408_at	0.538	0.0043292	-5.66	-1.688	-3.15	PREX2	phosphatidylinositol-3,4,5-trisphosphate dependent Rac exchange factor 2
218600_at	0.538	0.0043316	5.65	-1.688	2.59	LIMD2	LIM domain containing 2
235063_at	0.538	0.0043365	-5.65	-1.689	-3.00	C20orf196	chromosome 20 open reading frame 196
236210_at	0.538	0.0043398	-5.65	-1.689	-2.99		
232292_at	0.538	0.0043456	-5.65	-1.69	-3.78		
205611_at	0.538	0.004351	-5.65	-1.691	-2.98	TNFSF12-TNFSF13///TNFSF12	TNFSF12-TNFSF13 readthrough///tumor necrosis factor superfamily member 12
210587_at	0.538	0.0043799	-5.64	-1.695	-2.75	INHBE	inhibin beta E subunit
1569832_at	0.538	0.0043841	5.64	-1.695	3.26	LOC100131655	uncharacterized LOC100131655
224121_x_at	0.538	0.0043847	-5.64	-1.695	-3.12	PLEKHB2	pleckstrin homology domain containing B2
237582_at	0.538	0.004391	-5.63	-1.696	-3.79		
238487_at	0.538	0.0043949	-5.63	-1.697	-2.87	GNL1	G protein nucleolar 1 (putative)
1564022_at	0.538	0.0044098	-5.63	-1.699	-3.50	ZNF804B	zinc finger protein 804B
241760_x_at	0.538	0.0044334	-5.62	-1.702	-4.76	RORA	RAR related orphan receptor A
231261_at	0.538	0.0044457	5.62	-1.704	3.38	CATSPERG	cation channel sperm associated auxiliary subunit gamma
1563035_x_at	0.538	0.0044622	5.61	-1.706	3.19	GPD1	glycerol-3-phosphate dehydrogenase 1
1556067_a_at	0.538	0.0044678	-5.61	-1.707	-3.02	KDM6B	lysine demethylase 6B
1561322_at	0.538	0.004468	-5.61	-1.707	-3.88	LOC101927450	uncharacterized LOC101927450
232903_at	0.538	0.004473	5.61	-1.707	3.20		
1569995_at	0.538	0.004493	-5.60	-1.71	-4.39	MGAT4D	MGAT4 family member D
232969_at	0.538	0.0045027	-5.60	-1.711	-2.73	CARD8	caspase recruitment domain family member 8
206210_s_at	0.538	0.0045167	5.59	-1.713	4.08	CETP	cholesteryl ester transfer protein
244689_at	0.538	0.0045363	-5.59	-1.716	-3.05	PPARA	peroxisome proliferator activated receptor alpha
235909_at	0.538	0.0045472	-5.58	-1.717	-2.65	PCBP1-AS1	PCBP1 antisense RNA 1
207063_at	0.538	0.0045525	-5.58	-1.718	-5.08	TTTY14	testis-specific transcript, Y-linked 14 (non-protein coding)
206311_s_at	0.538	0.0045571	-5.58	-1.718	-4.41	PLA2G1B	phospholipase A2 group IB
234265_at	0.538	0.0045607	-5.58	-1.719	-2.70	PPP1R12C	protein phosphatase 1 regulatory subunit 12C
1553593_a_at	0.538	0.0045644	-5.58	-1.719	-3.12	TAL2	TAL bHLH transcription factor 2
203438_at	0.538	0.0045704	-5.57	-1.72	-3.38	STC2	stanniocalcin 2
242000_at	0.538	0.0045846	-5.57	-1.722	-3.11	CASD1	CAS1 domain containing 1
216007_at	0.538	0.0046162	-5.56	-1.726	-2.71		
242641_at	0.538	0.0046235	-5.56	-1.727	-3.21	COL6A6	collagen type VI alpha 6 chain
217093_at	0.538	0.0046389	5.55	-1.729	2.72	RNASE1	ribonuclease A family member 1, pancreatic
1562690_at	0.538	0.0046619	-5.54	-1.732	-2.84	LOC101929319	uncharacterized LOC101929319
204898_at	0.538	0.0046645	-5.54	-1.733	-2.95	SAP30	Sin3A associated protein 30
237356_at	0.538	0.0046857	-5.54	-1.735	-5.35		
241454_at	0.538	0.004703	-5.53	-1.738	-3.00		
211823_s_at	0.538	0.0047274	5.52	-1.741	2.70	PXN	paxillin
229137_at	0.538	0.0047468	-5.52	-1.743	-3.22	FUCA1	fucosidase, alpha-L- 1, tissue
211478_s_at	0.538	0.0047731	5.51	-1.747	3.09	DPP4	dipeptidyl peptidase 4
1557809_a_at	0.538	0.0047782	-5.51	-1.747	-3.22		
242275_at	0.538	0.0047819	-5.51	-1.748	-3.88		
232998_at	0.538	0.004784	-5.51	-1.748	-2.86	TIGD4	tigger transposable element derived 4
244482_at	0.538	0.0047849	-5.51	-1.748	-4.99		
1566279_at	0.538	0.0048094	-5.50	-1.751	-4.08		
1563983_at	0.538	0.0048408	-5.49	-1.755	-3.02	TPT1-AS1	TPT1 antisense RNA 1
224342_x_at	0.538	0.004846	-5.49	-1.756	-2.56	BMS1P20	BMS1, ribosome biogenesis factor pseudogene 20
235651_at	0.538	0.0048513	-5.49	-1.757	-2.98	TTC22	tetratricopeptide repeat domain 22
214378_at	0.538	0.0048531	-5.49	-1.757	-2.58	TFPI	tissue factor pathway inhibitor
204750_s_at	0.538	0.0048558	-5.48	-1.757	-3.31	DSC2	desmocollin 2
217218_at	0.538	0.004873	-5.48	-1.759	-2.77	WAPL	WAPL cohesin release factor
1569796_s_at	0.538	0.0048777	-5.48	-1.76	-2.52	ATRNL1	attractin like 1
216853_x_at	0.538	0.0048856	-5.48	-1.761	-2.53	IGLJ3	immunoglobulin lambda joining 3
207580_at	0.538	0.0048974	-5.47	-1.762	-3.50	MAGEB4	MAGE family member B4
1553232_at	0.538	0.0048983	-5.47	-1.762	-2.55	RMDN2	regulator of microtubule dynamics 2
230275_at	0.538	0.0049069	5.47	-1.764	3.73	ARSI	arylsulfatase family member I
1555335_at	0.538	0.0049099	-5.47	-1.764	-3.45	ITGA9	integrin subunit alpha 9
222363_at	0.538	0.0049123	-5.47	-1.764	-3.43		
240040_at	0.538	0.0049157	-5.47	-1.765	-2.75	PSTK	phosphoseryl-tRNA kinase
1566094_at	0.538	0.0049157	5.47	-1.765	3.00		
1564028_s_at	0.538	0.0049354	-5.46	-1.767	-2.83	LOC101928422///TCAF2P1///TCAF2	TRPM8 channel-associated factor 2-like///TRPM8 channel associated factor 2 pseudogene 1///TRPM8 channel associated factor 2
1562458_at	0.538	0.0049499	-5.46	-1.769	-2.64	UBE2W	ubiquitin conjugating enzyme E2 W (putative)
238242_at	0.538	0.0049722	-5.45	-1.772	-2.71	MIR8072///LOC100293704	microRNA 8072///serine/arginine repetitive matrix protein 3-like
1554988_at	0.538	0.0049807	5.45	-1.773	3.71	SLC9C2	solute carrier family 9 member C2 (putative)
229927_at	0.538	0.0049843	-5.45	-1.773	-2.80	LEMD1	LEM domain containing 1
1560424_at	0.538	0.0050023	-5.44	-1.775	-3.32	LOC105376037	uncharacterized LOC105376037
1565738_at	0.538	0.0050175	-5.44	-1.777	-3.40	SCTR	secretin receptor
229662_at	0.538	0.0050314	-5.43	-1.779	-2.97	MSH3	mutS homolog 3
205205_at	0.538	0.0050314	-5.43	-1.779	-2.89	RELB	RELB proto-oncogene, NF-kB subunit
1569272_at	0.538	0.005034	5.43	-1.779	3.58	PIK3C3	phosphatidylinositol 3-kinase catalytic subunit type 3
205857_at	0.538	0.0050389	5.43	-1.78	2.74	SLC18A2	solute carrier family 18 member A2
235042_at	0.538	0.0050395	5.43	-1.78	2.91	XIRP1	xin actin binding repeat containing 1
238691_at	0.538	0.0050477	-5.43	-1.781	-2.60	SCARNA13///SNHG10	small Cajal body-specific RNA 13///small nucleolar RNA host gene 10
220872_at	0.538	0.0050659	-5.42	-1.783	-3.32	PRO2964	uncharacterized protein PRO2964
1556704_s_at	0.538	0.0050693	-5.42	-1.784	-3.79	LOC101929583///LOC101928195///LOC100996643///LOC100133920///LOC286297	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1-like pseudogene///methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1-like pseudogene///monofunctional C1-tetrahydrofolate synthase, mitochondrial-like///methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1-like pseudogene///methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1-like pseudogene
217411_s_at	0.538	0.0050732	5.42	-1.784	3.15	RREB1	ras responsive element binding protein 1
232989_s_at	0.538	0.0050792	-5.42	-1.785	-3.35	CCDC136	coiled-coil domain containing 136
1562329_at	0.538	0.0050883	5.42	-1.786	3.25	CSMD1	CUB and Sushi multiple domains 1
230708_at	0.538	0.0050886	-5.42	-1.786	-2.55	PRICKLE1	prickle planar cell polarity protein 1
240520_at	0.538	0.0050891	-5.42	-1.786	-3.29		
220891_at	0.538	0.0051076	-5.41	-1.788	-3.64	TRMT44	tRNA methyltransferase 44 homolog (S. cerevisiae)
230558_at	0.538	0.0051196	-5.41	-1.79	-2.54	KNDC1	kinase non-catalytic C-lobe domain containing 1
1569823_at	0.538	0.0051231	5.41	-1.79	3.23	LOC440346	uncharacterized LOC440346
1564855_at	0.538	0.0051264	5.40	-1.791	2.87	LOC101927079///LOC727924	uncharacterized LOC101927079///uncharacterized LOC727924
234871_at	0.538	0.0051298	-5.40	-1.791	-3.02	ADGRV1	adhesion G protein-coupled receptor V1
220504_at	0.538	0.0051341	-5.40	-1.791	-4.11	KERA	keratocan
1559288_at	0.538	0.0051374	-5.40	-1.792	-3.20		
1560695_at	0.538	0.0051585	5.40	-1.794	3.30	QTRT2	queuine tRNA-ribosyltransferase accessory subunit 2
220062_s_at	0.538	0.0051779	-5.39	-1.797	-2.51	MAGEC2	MAGE family member C2
1553183_at	0.538	0.0051785	-5.39	-1.797	-3.01	UMODL1	uromodulin like 1
204736_s_at	0.538	0.0051884	-5.39	-1.798	-3.09	CSPG4	chondroitin sulfate proteoglycan 4
212524_x_at	0.538	0.0052004	-5.38	-1.799	-2.73	H2AFX	H2A histone family member X
1569355_at	0.538	0.0052012	-5.38	-1.8	-3.59	KCNIP3	potassium voltage-gated channel interacting protein 3
217616_at	0.538	0.0052445	-5.37	-1.805	-2.83		
215251_at	0.538	0.0052453	5.37	-1.805	2.67		
214300_s_at	0.538	0.0052487	-5.37	-1.805	-2.57	TOP3A	topoisomerase (DNA) III alpha
1554735_a_at	0.538	0.0052644	-5.37	-1.807	-2.96	TRIM7	tripartite motif containing 7
240745_at	0.538	0.0052646	5.37	-1.807	3.69	LOC101927760	uncharacterized LOC101927760
243753_at	0.538	0.005269	-5.36	-1.808	-3.54	ERICH3	glutamate rich 3
228028_at	0.538	0.0052798	-5.36	-1.809	-2.46	GAREM2	GRB2 associated regulator of MAPK1 subtype 2
202694_at	0.538	0.0052826	-5.36	-1.809	-2.48	STK17A	serine/threonine kinase 17a
208319_s_at	0.538	0.0052957	5.36	-1.811	3.25	RBM3	RNA binding motif (RNP1, RRM) protein 3
1557787_at	0.538	0.0053023	-5.36	-1.812	-2.64	LOC101929153	uncharacterized LOC101929153
239216_at	0.538	0.0053033	5.36	-1.812	2.89	TEKT1	tektin 1
244077_at	0.538	0.0053064	-5.35	-1.812	-2.59	C10orf113	chromosome 10 open reading frame 113
213335_s_at	0.538	0.0053087	-5.35	-1.812	-3.04	ST3GAL6	ST3 beta-galactoside alpha-2,3-sialyltransferase 6
236805_at	0.538	0.0053131	-5.35	-1.813	-3.12	STKLD1	serine/threonine kinase like domain containing 1
220778_x_at	0.538	0.0053284	-5.35	-1.815	-3.40	SEMA6B	semaphorin 6B
211149_at	0.538	0.0053323	-5.35	-1.815	-5.25	UTY	ubiquitously transcribed tetratricopeptide repeat containing, Y-linked
239622_at	0.538	0.0053358	5.35	-1.815	2.51	TRAP1	TNF receptor associated protein 1
240462_at	0.538	0.0053503	5.34	-1.817	2.75	CLYBL	citrate lyase beta like
1569044_at	0.538	0.0053543	-5.34	-1.818	-2.57	CDC42BPG	CDC42 binding protein kinase gamma
1560570_a_at	0.538	0.0053682	-5.34	-1.819	-2.58		
1569728_at	0.538	0.0053743	-5.34	-1.82	-2.80	LINC00423	long intergenic non-protein coding RNA 423
211611_s_at	0.538	0.0054063	-5.33	-1.824	-2.98	TNXB///ATF6B	tenascin XB///activating transcription factor 6 beta
236238_at	0.538	0.0054073	-5.33	-1.824	-2.70		
243943_x_at	0.538	0.005421	5.32	-1.825	3.60	C6orf52	chromosome 6 open reading frame 52
240887_at	0.538	0.0054265	-5.32	-1.826	-2.53	LOC100506470	uncharacterized LOC100506470
205479_s_at	0.538	0.005431	5.32	-1.827	2.60	PLAU	plasminogen activator, urokinase
1556815_at	0.538	0.0054328	5.32	-1.827	3.65		
241297_at	0.538	0.0054456	5.32	-1.828	3.27		
219273_at	0.538	0.0054497	-5.32	-1.829	-3.22	CCNK	cyclin K
1556847_s_at	0.538	0.0054499	-5.32	-1.829	-4.08		
228133_s_at	0.538	0.0054589	5.31	-1.83	2.72	MYH11	myosin heavy chain 11
211734_s_at	0.538	0.0054625	-5.31	-1.83	-2.91	FCER1A	Fc fragment of IgE receptor Ia
214827_at	0.539	0.0054864	5.31	-1.833	2.90	PARD6B	par-6 family cell polarity regulator beta
238384_x_at	0.54	0.0055192	5.30	-1.837	3.05		
239416_at	0.54	0.005529	5.30	-1.838	2.98	FBXL6	F-box and leucine rich repeat protein 6
210990_s_at	0.54	0.0055537	5.29	-1.841	2.62	LAMA4	laminin subunit alpha 4
237474_at	0.54	0.0055663	-5.29	-1.842	-2.51		
239009_at	0.54	0.005579	-5.28	-1.843	-2.93	KIAA0754	KIAA0754
208331_at	0.54	0.0055838	-5.28	-1.844	-3.70	BPY2	basic charge, Y-linked, 2
209973_at	0.54	0.0055884	-5.28	-1.845	-2.83	NFKBIL1	NFKB inhibitor like 1
230365_at	0.54	0.0055925	-5.28	-1.845	-3.11	LIN9	lin-9 DREAM MuvB core complex component
217406_at	0.54	0.0055961	-5.28	-1.845	-2.76		
238318_at	0.54	0.0056158	-5.27	-1.848	-3.69		
216811_at	0.54	0.0056378	-5.27	-1.85	-2.96		
233650_at	0.54	0.005645	-5.27	-1.851	-3.39	CEP63	centrosomal protein 63
1570235_at	0.54	0.0056832	5.26	-1.855	2.91	MGC27382	uncharacterized MGC27382
238393_at	0.54	0.0056865	5.26	-1.856	3.72		
1560320_a_at	0.54	0.0057083	5.25	-1.858	2.73	C1RL-AS1	C1RL antisense RNA 1
244844_at	0.54	0.0057116	-5.25	-1.858	-2.56		
215674_at	0.54	0.0057284	-5.24	-1.86	-4.69		
1565685_at	0.54	0.0057303	-5.24	-1.86	-5.09	LOC400940	uncharacterized LOC400940
1561492_at	0.54	0.0057376	-5.24	-1.861	-2.65	LINC01192	long intergenic non-protein coding RNA 1192
242976_at	0.54	0.0057457	-5.24	-1.862	-3.33		
237281_at	0.54	0.0057674	-5.24	-1.865	-3.44	AKAP14	A-kinase anchoring protein 14
1557798_at	0.54	0.0057692	-5.23	-1.865	-3.04	CNPY2	canopy FGF signaling regulator 2
