ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
222492_at	0.998	0.9526058	6.31e-02	-5.713	3.07e-02	PDXK	pyridoxal (pyridoxine, vitamin B6) kinase
228710_at	0.998	0.9526111	6.31e-02	-5.713	3.81e-02		
239487_at	0.998	0.95262	6.31e-02	-5.713	4.46e-02		
1558619_at	0.998	0.9526222	6.31e-02	-5.713	1.02e-01	SNORA17B	small nucleolar RNA, H/ACA box 17B
205736_at	0.998	0.9526829	-6.30e-02	-5.713	-1.20e-01	PGAM2	phosphoglycerate mutase 2
229798_s_at	0.998	0.9527018	6.30e-02	-5.713	2.99e-02	BRI3	brain protein I3
228540_at	0.998	0.9527185	6.30e-02	-5.713	5.72e-02	QKI	QKI, KH domain containing RNA binding
217490_at	0.998	0.9527411	6.29e-02	-5.713	3.17e-02		
202839_s_at	0.998	0.9527438	-6.29e-02	-5.713	-3.38e-02	NDUFB7	NADH:ubiquinone oxidoreductase subunit B7
240958_at	0.998	0.9527699	6.29e-02	-5.713	3.08e-02	UNC5C	unc-5 netrin receptor C
231041_at	0.998	0.9527783	6.29e-02	-5.713	7.81e-02	POLR1E	RNA polymerase I subunit E
232952_at	0.998	0.9528031	6.28e-02	-5.713	3.87e-02		
1559405_a_at	0.998	0.9528136	-6.28e-02	-5.713	-3.32e-02	TRPV6	transient receptor potential cation channel subfamily V member 6
208272_at	0.998	0.952818	-6.28e-02	-5.713	-4.42e-02	RANBP3	RAN binding protein 3
227450_at	0.998	0.9528334	6.28e-02	-5.713	3.67e-02	ERP27	endoplasmic reticulum protein 27
236422_at	0.998	0.9528464	6.28e-02	-5.713	4.02e-02		
226287_at	0.998	0.9528983	6.27e-02	-5.713	3.36e-02	CCDC34	coiled-coil domain containing 34
231235_at	0.998	0.952919	-6.27e-02	-5.713	-5.43e-02	NKTR	natural killer cell triggering receptor
207349_s_at	0.998	0.9529489	6.27e-02	-5.713	3.94e-02	UCP3	uncoupling protein 3
224850_at	0.998	0.9529619	6.26e-02	-5.713	2.89e-02	ATAD1	ATPase family, AAA domain containing 1
227972_at	0.998	0.9529644	-6.26e-02	-5.713	-3.28e-02	TOR2A	torsin family 2 member A
203318_s_at	0.998	0.953013	6.26e-02	-5.713	3.57e-02	ZNF148	zinc finger protein 148
210600_s_at	0.998	0.9530183	6.26e-02	-5.713	4.59e-02	GRK4	G protein-coupled receptor kinase 4
218853_s_at	0.998	0.9530369	-6.25e-02	-5.713	-3.36e-02	MOSPD1	motile sperm domain containing 1
218470_at	0.998	0.9530371	-6.25e-02	-5.713	-3.23e-02	YARS2	tyrosyl-tRNA synthetase 2
230679_at	0.998	0.9530569	6.25e-02	-5.713	4.62e-02	DCAF10	DDB1 and CUL4 associated factor 10
235901_at	0.998	0.9530601	-6.25e-02	-5.713	-4.33e-02		
214948_s_at	0.998	0.9531076	6.24e-02	-5.713	3.54e-02	TMF1	TATA element modulatory factor 1
232579_at	0.998	0.9531213	-6.24e-02	-5.713	-3.58e-02	JHDM1D-AS1	JHDM1D antisense RNA 1 (head to head)
204602_at	0.998	0.9531507	-6.24e-02	-5.713	-3.03e-02	DKK1	dickkopf WNT signaling pathway inhibitor 1
223556_at	0.998	0.9531551	6.24e-02	-5.713	3.55e-02	HELLS	helicase, lymphoid-specific
1562996_at	0.998	0.9532461	-6.23e-02	-5.714	-5.14e-02		
225546_at	0.998	0.953251	-6.23e-02	-5.714	-4.99e-02	LOC101930123///EEF2K	eukaryotic elongation factor 2 kinase///eukaryotic elongation factor 2 kinase
1559842_at	0.998	0.9532604	-6.22e-02	-5.714	-1.61e-01		
220219_s_at	0.998	0.9532756	6.22e-02	-5.714	2.96e-02	LRRC37A2///LRRC37A3///LRRC37A4P///LRRC37A	leucine rich repeat containing 37 member A2///leucine rich repeat containing 37 member A3///leucine rich repeat containing 37 member A4, pseudogene///leucine rich repeat containing 37A
216777_at	0.998	0.9532759	-6.22e-02	-5.714	-1.03e-01		
203916_at	0.998	0.953289	6.22e-02	-5.714	3.35e-02	NDST2	N-deacetylase and N-sulfotransferase 2
221913_at	0.998	0.9533165	6.22e-02	-5.714	7.17e-02	SIRT3	sirtuin 3
200008_s_at	0.998	0.9533166	6.22e-02	-5.714	3.32e-02	GDI2	GDP dissociation inhibitor 2
228779_at	0.998	0.9533297	6.21e-02	-5.714	4.82e-02	LOC146880	Rho GTPase activating protein 27 pseudogene
209510_at	0.998	0.9533372	-6.21e-02	-5.714	-3.24e-02	RNF139	ring finger protein 139
212438_at	0.998	0.9533842	-6.21e-02	-5.714	-2.94e-02	SNRNP27	small nuclear ribonucleoprotein U4/U6.U5 subunit 27
223512_at	0.998	0.9533875	-6.21e-02	-5.714	-3.43e-02	SAR1B	secretion associated Ras related GTPase 1B
235821_at	0.998	0.953394	-6.21e-02	-5.714	-9.05e-02	WISP1	WNT1 inducible signaling pathway protein 1
225845_at	0.998	0.9534038	-6.20e-02	-5.714	-4.01e-02	ZBTB44	zinc finger and BTB domain containing 44
215812_s_at	0.998	0.9534065	-6.20e-02	-5.714	-4.58e-02	SLC6A10PB///SLC6A10P///SLC6A8	solute carrier family 6 member 8 pseudogene///solute carrier family 6 member 10, pseudogene///solute carrier family 6 member 8
1569287_at	0.998	0.953428	6.20e-02	-5.714	6.92e-02	LINC00458	long intergenic non-protein coding RNA 458
1563902_at	0.998	0.9534862	6.19e-02	-5.714	5.24e-02		
206910_x_at	0.998	0.9534899	-6.19e-02	-5.714	-3.36e-02	CFHR2	complement factor H related 2
210333_at	0.998	0.9535245	6.19e-02	-5.714	5.85e-02	NR5A1	nuclear receptor subfamily 5 group A member 1
224073_at	0.998	0.9535286	6.19e-02	-5.714	8.13e-02	LINC01521	long intergenic non-protein coding RNA 1521
225690_at	0.998	0.9535326	-6.19e-02	-5.714	-3.13e-02	CDK12	cyclin dependent kinase 12
222610_s_at	0.998	0.9535544	6.18e-02	-5.714	4.01e-02	S100PBP	S100P binding protein
220608_s_at	0.998	0.9535791	-6.18e-02	-5.714	-4.75e-02	ZNF770	zinc finger protein 770
237833_s_at	0.998	0.9535806	6.18e-02	-5.714	2.93e-02	SNCAIP	synuclein alpha interacting protein
238539_at	0.998	0.9535918	-6.18e-02	-5.714	-2.93e-02	HPS3	HPS3, biogenesis of lysosomal organelles complex 2 subunit 1
228349_at	0.998	0.9536007	6.18e-02	-5.714	3.41e-02	KIAA1958	KIAA1958
242392_at	0.998	0.9536271	6.17e-02	-5.714	4.39e-02	UBE2U	ubiquitin conjugating enzyme E2 U (putative)
243781_at	0.998	0.9536286	6.17e-02	-5.714	8.66e-02		
202484_s_at	0.998	0.9536302	6.17e-02	-5.714	2.89e-02	MBD2	methyl-CpG binding domain protein 2
226487_at	0.998	0.9536448	6.17e-02	-5.714	3.13e-02	FAM222A	family with sequence similarity 222 member A
202237_at	0.998	0.9536474	-6.17e-02	-5.714	-5.38e-02	LOC101928916///NNMT	uncharacterized LOC101928916///nicotinamide N-methyltransferase
1562727_at	0.998	0.9536674	6.17e-02	-5.714	7.78e-02		
207011_s_at	0.998	0.9536735	-6.17e-02	-5.714	-2.83e-02	PTK7	protein tyrosine kinase 7 (inactive)
234138_at	0.998	0.9536932	6.17e-02	-5.714	9.47e-02	LOC105378749	uncharacterized LOC105378749
239797_at	0.998	0.9536947	6.17e-02	-5.714	3.00e-02		
1563900_at	0.998	0.9537093	-6.16e-02	-5.714	-5.37e-02	FAM83B	family with sequence similarity 83 member B
213775_x_at	0.998	0.9537188	6.16e-02	-5.714	3.11e-02	ZNF638-IT1///ZNF638	ZNF638 intronic transcript 1///zinc finger protein 638
230327_at	0.998	0.9537371	-6.16e-02	-5.714	-3.39e-02	LOC730098	uncharacterized LOC730098
236575_at	0.998	0.9537395	6.16e-02	-5.714	4.87e-02	ARHGEF26-AS1	ARHGEF26 antisense RNA 1
226492_at	0.998	0.9537651	6.16e-02	-5.714	4.74e-02	SEMA6D	semaphorin 6D
209939_x_at	0.998	0.9537715	-6.16e-02	-5.714	-3.74e-02	CFLAR	CASP8 and FADD like apoptosis regulator
202120_x_at	0.998	0.9538288	-6.15e-02	-5.714	-2.86e-02	AP2S1	adaptor related protein complex 2 sigma 1 subunit
227031_at	0.998	0.9538293	-6.15e-02	-5.714	-3.07e-02	SNX13	sorting nexin 13
216996_s_at	0.998	0.9538421	6.15e-02	-5.714	3.03e-02	FASTKD2	FAST kinase domains 2
231848_x_at	0.998	0.9538466	6.15e-02	-5.714	3.29e-02	ZNF207	zinc finger protein 207
1553709_a_at	0.998	0.9538479	-6.15e-02	-5.714	-2.96e-02	PRPF38A	pre-mRNA processing factor 38A
225397_at	0.998	0.9538666	6.14e-02	-5.714	4.59e-02	C15orf57	chromosome 15 open reading frame 57
230139_at	0.998	0.9538761	6.14e-02	-5.714	4.26e-02		
217679_x_at	0.998	0.9539247	6.14e-02	-5.714	3.23e-02		
203010_at	0.998	0.9539525	-6.13e-02	-5.714	-2.92e-02	STAT5A	signal transducer and activator of transcription 5A
1562065_at	0.998	0.9539553	6.13e-02	-5.714	3.16e-02	LOC101927582	uncharacterized LOC101927582
1553142_at	0.998	0.9539675	-6.13e-02	-5.714	-7.13e-02	LACC1	laccase domain containing 1
1553872_at	0.998	0.9539833	6.13e-02	-5.714	5.18e-02	NATD1	N-acetyltransferase domain containing 1
235095_at	0.998	0.9540055	6.12e-02	-5.714	3.69e-02	BICDL2	BICD family like cargo adaptor 2
201603_at	0.998	0.95401	6.12e-02	-5.714	3.08e-02	PPP1R12A	protein phosphatase 1 regulatory subunit 12A
239929_at	0.998	0.9540133	6.12e-02	-5.714	3.42e-02	PM20D1	peptidase M20 domain containing 1
237808_at	0.998	0.9540236	6.12e-02	-5.714	4.00e-02	ST7-AS2	ST7 antisense RNA 2
221203_s_at	0.998	0.9540731	6.12e-02	-5.714	2.81e-02	YEATS2	YEATS domain containing 2
220722_s_at	0.998	0.9540871	-6.11e-02	-5.714	-9.85e-02	SLC5A7	solute carrier family 5 member 7
220181_x_at	0.998	0.9540874	-6.11e-02	-5.714	-3.44e-02	SLC30A5	solute carrier family 30 member 5
205914_s_at	0.998	0.9541592	-6.10e-02	-5.714	-9.40e-02	GRIN1	glutamate ionotropic receptor NMDA type subunit 1
225119_at	0.998	0.9541622	6.10e-02	-5.714	2.94e-02	CHMP4B	charged multivesicular body protein 4B
203693_s_at	0.998	0.9541861	6.10e-02	-5.714	4.08e-02	E2F3	E2F transcription factor 3
220402_at	0.998	0.9542297	6.09e-02	-5.714	2.97e-02	TP53AIP1	tumor protein p53 regulated apoptosis inducing protein 1
241728_at	0.998	0.9542352	-6.09e-02	-5.714	-3.87e-02		
208178_x_at	0.998	0.9542412	6.09e-02	-5.714	6.72e-02	TRIO	trio Rho guanine nucleotide exchange factor
202771_at	0.998	0.9542561	6.09e-02	-5.714	4.16e-02	PIEZO1	piezo type mechanosensitive ion channel component 1
229140_at	0.998	0.954277	-6.09e-02	-5.714	-3.07e-02	ZNF579	zinc finger protein 579
1562091_at	0.998	0.9542784	-6.09e-02	-5.714	-7.76e-02		
213482_at	0.998	0.9542943	6.09e-02	-5.714	2.81e-02	DOCK3	dedicator of cytokinesis 3
219788_at	0.998	0.9542994	-6.09e-02	-5.714	-5.50e-02	PILRA	paired immunoglobin like type 2 receptor alpha
224894_at	0.998	0.9543037	-6.08e-02	-5.714	-3.57e-02	YAP1	Yes associated protein 1
242429_at	0.998	0.9543303	-6.08e-02	-5.714	-4.67e-02	ZNF567	zinc finger protein 567
225564_at	0.998	0.9543694	-6.08e-02	-5.714	-3.49e-02	SPATA13	spermatogenesis associated 13
1558527_at	0.998	0.9544105	-6.07e-02	-5.714	-3.22e-02	PAXIP1-AS2	PAXIP1 antisense RNA 2
1554441_a_at	0.998	0.9544213	-6.07e-02	-5.714	-3.15e-02	WAPL	WAPL cohesin release factor
1554182_at	0.998	0.9544511	-6.07e-02	-5.714	-5.77e-02	TRIM74///TRIM73	tripartite motif containing 74///tripartite motif containing 73
242813_at	0.998	0.9545321	6.05e-02	-5.714	3.39e-02		
1565741_at	0.998	0.9545535	-6.05e-02	-5.714	-8.53e-02	LOC105369974	uncharacterized LOC105369974
202333_s_at	0.998	0.9545747	6.05e-02	-5.714	2.92e-02	UBE2B	ubiquitin conjugating enzyme E2 B
216206_x_at	0.998	0.9545816	-6.05e-02	-5.714	-2.90e-02	MAP2K7	mitogen-activated protein kinase kinase 7
218461_at	0.998	0.9545819	6.05e-02	-5.714	3.52e-02	GPN3	GPN-loop GTPase 3
222788_s_at	0.998	0.9545929	6.05e-02	-5.714	4.21e-02	RSBN1	round spermatid basic protein 1
241821_at	0.998	0.954636	6.04e-02	-5.714	1.02e-01	LINC00908	long intergenic non-protein coding RNA 908
1569374_at	0.998	0.9546397	-6.04e-02	-5.714	-6.80e-02	C3orf62	chromosome 3 open reading frame 62
242708_at	0.998	0.9546812	6.03e-02	-5.714	2.91e-02		
227644_at	0.998	0.9546935	6.03e-02	-5.714	8.54e-02	RIMS4	regulating synaptic membrane exocytosis 4
233451_at	0.998	0.9547053	-6.03e-02	-5.714	-2.89e-02	SLC52A3	solute carrier family 52 member 3
233521_at	0.998	0.9547124	-6.03e-02	-5.714	-4.56e-02		
1565892_at	0.998	0.9547297	-6.03e-02	-5.714	-9.28e-02		
1559053_at	0.998	0.9547327	6.03e-02	-5.714	3.40e-02		
227921_at	0.998	0.954746	6.03e-02	-5.714	4.36e-02	LOC105379499///FLJ45482	uncharacterized LOC105379499///uncharacterized LOC645566
200665_s_at	0.998	0.9547927	6.02e-02	-5.714	2.82e-02	SPARC	secreted protein acidic and cysteine rich
237328_at	0.998	0.9548063	-6.02e-02	-5.714	-1.04e-01	C14orf105	chromosome 14 open reading frame 105
212649_at	0.998	0.954811	-6.02e-02	-5.714	-3.43e-02	DHX29	DEAH-box helicase 29
207714_s_at	0.998	0.9548255	-6.02e-02	-5.714	-5.46e-02	SERPINH1	serpin family H member 1
220100_at	0.998	0.9548474	6.01e-02	-5.714	4.38e-02	SLC22A11	solute carrier family 22 member 11
225075_at	0.998	0.9548496	6.01e-02	-5.714	3.32e-02	PDRG1	p53 and DNA damage regulated 1
1560958_s_at	0.998	0.9548608	6.01e-02	-5.714	1.05e-01	LOC101928516	uncharacterized LOC101928516
213660_s_at	0.998	0.9548646	-6.01e-02	-5.714	-2.84e-02	TOP3B	topoisomerase (DNA) III beta
214528_s_at	0.998	0.9548766	-6.01e-02	-5.714	-7.60e-02	PAX8	paired box 8
207724_s_at	0.998	0.9549085	6.00e-02	-5.714	3.31e-02	SPAST	spastin
31826_at	0.998	0.9549337	6.00e-02	-5.714	2.95e-02	FKBP15	FK506 binding protein 15
227832_at	0.998	0.9549361	6.00e-02	-5.714	4.32e-02	MBD6	methyl-CpG binding domain protein 6
232476_at	0.998	0.9549516	-6.00e-02	-5.714	-3.51e-02		
208508_s_at	0.998	0.9549665	-6.00e-02	-5.714	-6.93e-02	OR2J2	olfactory receptor family 2 subfamily J member 2
230886_at	0.998	0.9549767	-5.99e-02	-5.714	-3.37e-02		
225465_at	0.998	0.9549976	-5.99e-02	-5.714	-3.10e-02	MAGI1	membrane associated guanylate kinase, WW and PDZ domain containing 1
236131_at	0.998	0.955016	-5.99e-02	-5.714	-3.96e-02		
203292_s_at	0.998	0.9551115	-5.98e-02	-5.714	-3.25e-02	VPS11	VPS11, CORVET/HOPS core subunit
206959_s_at	0.998	0.9551365	5.97e-02	-5.714	2.93e-02	UPF3A	UPF3 regulator of nonsense transcripts homolog A (yeast)
225937_at	0.998	0.9551479	5.97e-02	-5.714	5.18e-02	CUX1	cut like homeobox 1
207375_s_at	0.998	0.955157	-5.97e-02	-5.714	-3.98e-02	IL15RA	interleukin 15 receptor subunit alpha
202135_s_at	0.998	0.9551727	-5.97e-02	-5.714	-2.97e-02	ACTR1B	ARP1 actin-related protein 1 homolog B, centractin beta
215971_at	0.998	0.955191	5.97e-02	-5.714	5.27e-02		
1564936_at	0.998	0.9551971	-5.97e-02	-5.714	-1.23e-01		
211130_x_at	0.998	0.9552142	5.96e-02	-5.714	5.28e-02	EDA	ectodysplasin A
205983_at	0.998	0.9552247	5.96e-02	-5.714	4.89e-02	DPEP1	dipeptidase 1 (renal)
227042_at	0.998	0.9552391	-5.96e-02	-5.714	-2.87e-02	YDJC	YdjC homolog (bacterial)
204942_s_at	0.998	0.9552443	5.96e-02	-5.714	5.87e-02	ALDH3B2	aldehyde dehydrogenase 3 family member B2
241619_at	0.998	0.9552935	-5.95e-02	-5.714	-3.01e-02	CALM3///CALM2///CALM1	calmodulin 3///calmodulin 2///calmodulin 1
224917_at	0.998	0.9552936	-5.95e-02	-5.714	-3.73e-02	MIR21///VMP1	microRNA 21///vacuole membrane protein 1
1553491_at	0.998	0.9553022	5.95e-02	-5.714	3.27e-02	KSR2	kinase suppressor of ras 2
207894_s_at	0.998	0.9553068	5.95e-02	-5.714	3.34e-02	TCL6	T-cell leukemia/lymphoma 6 (non-protein coding)
208623_s_at	0.998	0.9553187	-5.95e-02	-5.714	-2.80e-02	EZR	ezrin
229686_at	0.998	0.9553357	-5.95e-02	-5.714	-4.34e-02	P2RY8	purinergic receptor P2Y8
221691_x_at	0.998	0.9553965	-5.94e-02	-5.714	-3.30e-02	NPM1	nucleophosmin
210968_s_at	0.998	0.9554139	5.94e-02	-5.714	2.94e-02	RTN4	reticulon 4
210181_s_at	0.998	0.9554267	-5.93e-02	-5.714	-5.85e-02	CABP1	calcium binding protein 1
202791_s_at	0.998	0.955487	5.93e-02	-5.714	2.80e-02	PPP6R2	protein phosphatase 6 regulatory subunit 2
214321_at	0.998	0.9554915	-5.93e-02	-5.714	-6.14e-02	NOV	nephroblastoma overexpressed
235193_at	0.998	0.9555077	-5.92e-02	-5.714	-3.07e-02	FAM214A	family with sequence similarity 214 member A
216955_at	0.998	0.955545	5.92e-02	-5.714	4.25e-02	TAF1	TATA-box binding protein associated factor 1
56748_at	0.998	0.9555836	5.91e-02	-5.714	5.60e-02	TRIM10	tripartite motif containing 10
40420_at	0.998	0.9555851	5.91e-02	-5.714	3.46e-02	STK10	serine/threonine kinase 10
217874_at	0.998	0.9556339	5.91e-02	-5.714	2.70e-02	SUCLG1	succinate-CoA ligase alpha subunit
1561301_at	0.998	0.955658	-5.90e-02	-5.714	-6.54e-02	MAGI1-IT1	MAGI1 intronic transcript 1
205648_at	0.998	0.9556864	5.90e-02	-5.714	5.78e-02	WNT2	Wnt family member 2
236739_at	0.998	0.9556899	-5.90e-02	-5.714	-3.34e-02	LINC01105	long intergenic non-protein coding RNA 1105
201742_x_at	0.998	0.955695	5.90e-02	-5.714	2.70e-02	SRSF1	serine and arginine rich splicing factor 1
207654_x_at	0.998	0.9557247	5.90e-02	-5.714	3.11e-02	DR1	down-regulator of transcription 1
233369_at	0.998	0.9557299	5.89e-02	-5.714	3.82e-02		
210352_at	0.998	0.9557466	-5.89e-02	-5.714	-1.22e-01	BRD8	bromodomain containing 8
212732_at	0.998	0.9557503	5.89e-02	-5.714	3.90e-02	MEG3	maternally expressed 3 (non-protein coding)
214559_at	0.998	0.9557622	-5.89e-02	-5.714	-3.73e-02	DRD3	dopamine receptor D3
242969_at	0.998	0.9557921	5.89e-02	-5.714	4.56e-02	ZNF780B	zinc finger protein 780B
1555277_a_at	0.998	0.9557954	5.89e-02	-5.714	6.01e-02	SLC4A5	solute carrier family 4 member 5
204814_at	0.998	0.9558285	-5.88e-02	-5.714	-3.45e-02	CADPS	calcium dependent secretion activator
209903_s_at	0.998	0.9558303	-5.88e-02	-5.714	-2.77e-02	ATR	ATR serine/threonine kinase
1560929_at	0.998	0.9558369	5.88e-02	-5.714	3.97e-02		
244767_at	0.998	0.9558388	-5.88e-02	-5.714	-4.42e-02	FRA10AC1	fragile site, folic acid type, rare, fra(10)(q23.3) or fra(10)(q24.2) candidate 1
212876_at	0.998	0.9558648	5.88e-02	-5.714	3.61e-02	B4GALT4	beta-1,4-galactosyltransferase 4
242880_at	0.998	0.9558652	-5.88e-02	-5.714	-6.11e-02	NALCN	sodium leak channel, non-selective
231107_at	0.998	0.9559635	-5.86e-02	-5.714	-3.98e-02		
1554318_at	0.998	0.9559641	-5.86e-02	-5.714	-4.69e-02	LOC100101148///LOC541473	FK506 binding protein 6, 36kDa pseudogene///FK506 binding protein 6, 36kDa pseudogene
211921_x_at	0.998	0.9559983	5.86e-02	-5.714	2.83e-02	LOC100506248///MIR1244-2///MIR1244-3///MIR1244-1///LOC728026///PTMA	prothymosin alpha///microRNA 1244-2///microRNA 1244-3///microRNA 1244-1///prothymosin alpha-like///prothymosin, alpha
244742_at	0.998	0.9560223	5.86e-02	-5.714	6.74e-02	LOC101929036///PAH	uncharacterized LOC101929036///phenylalanine hydroxylase
203837_at	0.998	0.9560261	-5.85e-02	-5.714	-2.69e-02	MAP3K5	mitogen-activated protein kinase kinase kinase 5
226407_at	0.998	0.9560548	5.85e-02	-5.714	5.62e-02	TPT1-AS1	TPT1 antisense RNA 1
227170_at	0.998	0.956077	-5.85e-02	-5.714	-3.07e-02	ZNF316	zinc finger protein 316
219580_s_at	0.998	0.9561121	-5.84e-02	-5.714	-8.58e-02	TMC5	transmembrane channel like 5
215167_at	0.998	0.9561342	-5.84e-02	-5.714	-3.53e-02	MED14	mediator complex subunit 14
212593_s_at	0.998	0.9561507	5.84e-02	-5.714	2.72e-02	MIR4680///PDCD4	microRNA 4680///programmed cell death 4 (neoplastic transformation inhibitor)
243318_at	0.998	0.9561535	-5.84e-02	-5.714	-2.76e-02	DCAF8	DDB1 and CUL4 associated factor 8
241367_at	0.998	0.9561735	5.84e-02	-5.714	6.71e-02	TEX19	testis expressed 19
232889_at	0.998	0.9561768	5.83e-02	-5.714	5.50e-02		
216247_at	0.998	0.956178	5.83e-02	-5.714	3.34e-02	SNORD54///RPS20	small nucleolar RNA, C/D box 54///ribosomal protein S20
230441_at	0.998	0.9561842	5.83e-02	-5.714	4.30e-02	PLEKHG4B	pleckstrin homology and RhoGEF domain containing G4B
244648_at	0.998	0.9562231	-5.83e-02	-5.714	-3.09e-02		
34225_at	0.998	0.9562346	5.83e-02	-5.714	2.69e-02	MIR943///NELFA	microRNA 943///negative elongation factor complex member A
239809_at	0.998	0.956236	5.83e-02	-5.714	2.73e-02		
1570173_at	0.998	0.9562424	5.83e-02	-5.714	3.33e-02	INTS7	integrator complex subunit 7
225267_at	0.998	0.956243	-5.83e-02	-5.714	-3.26e-02	KPNA4	karyopherin subunit alpha 4
238600_at	0.998	0.9562457	-5.83e-02	-5.714	-3.13e-02	JAKMIP1	janus kinase and microtubule interacting protein 1
202221_s_at	0.998	0.9562472	5.83e-02	-5.714	2.84e-02	EP300	E1A binding protein p300
203495_at	0.998	0.9562624	5.82e-02	-5.714	6.20e-02	LRRC14	leucine rich repeat containing 14
226333_at	0.998	0.9562933	-5.82e-02	-5.714	-3.77e-02	IL6R	interleukin 6 receptor
239499_at	0.998	0.9563082	-5.82e-02	-5.714	-5.28e-02	DNAH2	dynein axonemal heavy chain 2
233997_at	0.998	0.9563605	-5.81e-02	-5.714	-3.67e-02	LOC101930064///LOC100287166	collagen alpha-1(I) chain-like///uncharacterized LOC100287166
233919_s_at	0.998	0.9563751	5.81e-02	-5.714	3.19e-02	HABP4	hyaluronan binding protein 4
225605_at	0.998	0.9563962	5.81e-02	-5.714	3.24e-02	TP53I13	tumor protein p53 inducible protein 13
1556082_a_at	0.998	0.9563984	-5.81e-02	-5.714	-3.66e-02		
201371_s_at	0.998	0.9564167	5.80e-02	-5.714	2.84e-02	CUL3	cullin 3
235139_at	0.998	0.9564569	-5.80e-02	-5.714	-4.14e-02	GNGT2	G protein subunit gamma transducin 2
222951_s_at	0.998	0.9564742	5.80e-02	-5.714	4.57e-02	ANKEF1	ankyrin repeat and EF-hand domain containing 1
201358_s_at	0.998	0.9564955	5.79e-02	-5.714	2.71e-02	COPB1	coatomer protein complex subunit beta 1
240017_at	0.998	0.9565416	-5.79e-02	-5.714	-5.97e-02	PCBP1-AS1	PCBP1 antisense RNA 1
239906_at	0.998	0.9565616	-5.78e-02	-5.714	-3.66e-02		
234143_at	0.998	0.9565765	-5.78e-02	-5.714	-2.75e-02		
200065_s_at	0.998	0.9566016	-5.78e-02	-5.714	-2.70e-02	MIR3620///ARF1	microRNA 3620///ADP ribosylation factor 1
202304_at	0.998	0.9566153	-5.78e-02	-5.714	-2.79e-02	FNDC3A	fibronectin type III domain containing 3A
223310_x_at	0.998	0.956628	5.77e-02	-5.714	2.81e-02	PNPLA8	patatin like phospholipase domain containing 8
1552722_at	0.998	0.9566564	-5.77e-02	-5.714	-1.18e-01	ARPP21	cAMP regulated phosphoprotein 21
230101_at	0.998	0.9566753	-5.77e-02	-5.714	-1.05e-01	CXCL2	C-X-C motif chemokine ligand 2
1559618_at	0.998	0.9566935	5.77e-02	-5.714	5.56e-02	LOC100129447	uncharacterized LOC100129447
202698_x_at	0.998	0.9567007	5.77e-02	-5.714	2.92e-02	COX4I1	cytochrome c oxidase subunit 4I1
1561154_at	0.998	0.9567578	-5.76e-02	-5.714	-5.66e-02		
230088_at	0.998	0.9567647	5.76e-02	-5.714	4.24e-02	EPHB2	EPH receptor B2
203310_at	0.998	0.9567773	-5.75e-02	-5.714	-3.33e-02	STXBP3	syntaxin binding protein 3
220439_at	0.998	0.9568215	5.75e-02	-5.714	2.98e-02	RIN3	Ras and Rab interactor 3
214143_x_at	0.998	0.9568293	5.75e-02	-5.714	2.66e-02	RPL24	ribosomal protein L24
213532_at	0.998	0.9568658	-5.74e-02	-5.714	-3.06e-02	ADAM17	ADAM metallopeptidase domain 17
224773_at	0.998	0.9568833	5.74e-02	-5.714	3.38e-02	NAV1	neuron navigator 1
211593_s_at	0.998	0.9568876	-5.74e-02	-5.714	-2.91e-02	MAST2	microtubule associated serine/threonine kinase 2
200667_at	0.998	0.9569301	5.73e-02	-5.714	2.79e-02	UBE2D3	ubiquitin conjugating enzyme E2 D3
228480_at	0.998	0.9569533	-5.73e-02	-5.714	-5.37e-02	VAPA	VAMP associated protein A
1552987_a_at	0.998	0.9569542	5.73e-02	-5.714	3.78e-02	LOC439933	uncharacterized LOC439933
208464_at	0.998	0.9569544	-5.73e-02	-5.714	-6.63e-02	GRIA4	glutamate ionotropic receptor AMPA type subunit 4
235695_at	0.998	0.9570175	-5.72e-02	-5.714	-3.85e-02	INPP4A	inositol polyphosphate-4-phosphatase type I A
221256_s_at	0.998	0.9570288	5.72e-02	-5.714	3.13e-02	HDHD3	haloacid dehalogenase like hydrolase domain containing 3
200717_x_at	0.998	0.9570362	-5.72e-02	-5.714	-2.70e-02	RPL7	ribosomal protein L7
221797_at	0.998	0.9570574	5.72e-02	-5.714	3.81e-02	OXLD1	oxidoreductase like domain containing 1
229054_at	0.998	0.9570626	-5.72e-02	-5.714	-2.72e-02		
216120_s_at	0.998	0.9571364	5.71e-02	-5.714	6.60e-02	ATP2B2	ATPase plasma membrane Ca2+ transporting 2
